city,latitude,longitude,day_offset,date,temp_day,temp_min,temp_max,weather_main,weather_description,pop,rain,humidity
Toulouse,43.6044638,1.4442433,6,2026-02-25 12:00:00,16.16,9.95,16.16,Clouds,broken clouds,0.0,0.0,66
Montauban,44.0175835,1.3549991,0,2026-02-19 12:00:00,9.1,7.44,9.36,Rain,moderate rain,1.0,5.42,79
Montauban,44.0175835,1.3549991,1,2026-02-20 12:00:00,11.26,6.73,11.78,Rain,light rain,1.0,0.42,66
Montauban,44.0175835,1.3549991,2,2026-02-21 12:00:00,12.8,5.88,14.2,Clear,clear sky,0.0,0.0,65
Montauban,44.0175835,1.3549991,3,2026-02-22 12:00:00,14.17,6.41,15.98,Clouds,overcast clouds,0.0,0.0,65
Montauban,44.0175835,1.3549991,4,2026-02-23 12:00:00,12.85,6.27,14.24,Clouds,overcast clouds,0.0,0.0,74
Montauban,44.0175835,1.3549991,5,2026-02-24 12:00:00,15.03,6.51,17.65,Clouds,scattered clouds,0.0,0.0,52
Montauban,44.0175835,1.3549991,6,2026-02-25 12:00:00,16.52,9.37,16.52,Clouds,overcast clouds,0.0,0.0,63
Biarritz,43.4711438,-1.5527266,0,2026-02-19 12:00:00,10.75,8.0,10.75,Rain,light rain,1.0,7.66,76
Biarritz,43.4711438,-1.5527266,1,2026-02-20 12:00:00,11.72,8.46,11.88,Rain,light rain,1.0,2.2,80
Biarritz,43.4711438,-1.5527266,2,2026-02-21 12:00:00,13.5,7.04,14.8,Clouds,broken clouds,0.0,0.0,64
Biarritz,43.4711438,-1.5527266,3,2026-02-22 12:00:00,13.43,9.42,13.43,Clouds,overcast clouds,0.0,0.0,74
Biarritz,43.4711438,-1.5527266,4,2026-02-23 12:00:00,14.56,8.59,15.31,Clouds,broken clouds,0.0,0.0,62
Biarritz,43.4711438,-1.5527266,5,2026-02-24 12:00:00,17.66,8.69,18.17,Clouds,broken clouds,0.0,0.0,55
Biarritz,43.4711438,-1.5527266,6,2026-02-25 12:00:00,18.41,11.82,19.5,Clouds,broken clouds,0.0,0.0,56
Bayonne,43.4945144,-1.4736657,0,2026-02-19 12:00:00,10.72,8.42,10.72,Rain,light rain,1.0,8.15,77
Bayonne,43.4945144,-1.4736657,1,2026-02-20 12:00:00,11.95,7.77,12.03,Rain,light rain,1.0,2.34,80
Bayonne,43.4945144,-1.4736657,2,2026-02-21 12:00:00,13.81,6.23,15.1,Clouds,broken clouds,0.0,0.0,64
Bayonne,43.4945144,-1.4736657,3,2026-02-22 12:00:00,13.77,8.19,13.77,Clouds,overcast clouds,0.0,0.0,72
Bayonne,43.4945144,-1.4736657,4,2026-02-23 12:00:00,15.21,7.61,15.9,Clouds,broken clouds,0.0,0.0,62
Bayonne,43.4945144,-1.4736657,5,2026-02-24 12:00:00,18.12,7.65,18.41,Clouds,broken clouds,0.0,0.0,53
Bayonne,43.4945144,-1.4736657,6,2026-02-25 12:00:00,19.7,11.35,20.56,Clouds,scattered clouds,0.0,0.0,52
La Rochelle,46.159732,-1.1515951,0,2026-02-19 12:00:00,10.38,8.85,10.75,Rain,moderate rain,1.0,11.34,83
La Rochelle,46.159732,-1.1515951,1,2026-02-20 12:00:00,11.19,8.67,11.2,Clouds,overcast clouds,0.0,0.0,79
La Rochelle,46.159732,-1.1515951,2,2026-02-21 12:00:00,11.2,10.28,11.22,Clouds,overcast clouds,0.0,0.0,85
La Rochelle,46.159732,-1.1515951,3,2026-02-22 12:00:00,11.58,8.88,11.58,Rain,light rain,0.28,0.2,81
La Rochelle,46.159732,-1.1515951,4,2026-02-23 12:00:00,11.59,9.56,11.59,Rain,light rain,0.2,0.24,80
La Rochelle,46.159732,-1.1515951,5,2026-02-24 12:00:00,12.32,6.88,13.53,Clouds,broken clouds,0.0,0.0,68
La Rochelle,46.159732,-1.1515951,6,2026-02-25 12:00:00,13.96,9.26,14.86,Clouds,few clouds,0.0,0.0,74
